,0,1,2,3
113,740.0,Arctic Monkeys,I Bet You Look Good on the Dancefloor,"Stop making the eyes at me, I'll stop making the eyes at you
And what it is that surprises me, is that I don't really want you to
When your shoulders are frozen
(cold as the night)
Oh but you're an explosion
(you're dynamite)
Your name isn't Rio, but I don't care for sand
And lighting the fuse might result in a bang, with a bang-go!

I bet that you look good on the dance floor
I don't know if you're looking for romance or
I don't know what you're looking for
I said I bet that you look good on the dance floor
Dancing to electro-pop like a robot from 1984
From 1984!

I wish you'd stop ignoring me, because it's sending me to despair
Without a sound yeah you're calling me, and I don't think it's very fair
That your shoulders are frozen
(cold as the night)
Oh and you're an explosion
(you're dynamite)
Your name isn't Rio, but I don't care for sand
Lighting the fuse might result in a bang, ba ba bang-go!

I bet that you look good on the dance floor
I don't know if you're looking for romance or...
I don't know what ya looking for
I said I bet that you look good on the dance floor
Dancing to electro-pop like a robot from 1984
From 1984!

And oh there ain't no love no, Montague’s and Capulets
We just banging tunes 'n' DJ sets 'n'
Dirty dance floors and dreams of naughtiness

I bet that you look good on the dance floor
I don't know if you're looking for romance or
I don't know what you're looking for
I said I bet that you look good on the dance floor
Dancing to electro-pop like a robot from 1984
From 1984!"
114,1905.0,Arctic Monkeys,When the Sun Goes Down,"Who's that girl there?
I wonder what went wrong
So that she had to roam the streets
She don't do major credit cards
I doubt she does receipts
It's all not quite legitimate

And what a scummy man
Just give him half a chance
I bet he'll rob you if he can
Can see it in his eyes,
That he's got a driving ban
Amongst some other offences

And I've seen him with girls of the night
And he told Roxanne to put on her red light
They're all infected but he'll be alright
Cause he's a scumbag, don't you know
I said he's a scumbag, don't you know!

Although you're trying not to listen
Avert your eyes and staring at the ground
She makes a subtle proposition
“I'm sorry love I'll have to turn you down”

He must be up to summat
What are the chances sure it’s more than likely
I've got a feeling in my stomach
I start to wonder what his story might be, what his story might be

They said it changes when the sun goes down
Around here

Look here comes a Ford Mondeo
Isn't he Mister Inconspicuous?
And he don't have to say 'owt
She’s in the stance ready to get picked up

Bet she's delighted when she sees him
Pulling in and giving her the eye
Because she must be fucking freezing
Scantily clad beneath the clear night sky
It don't stop in the winter, no

They said it changes when the sun goes down
Around here
They said it changes when the sun goes down
Over the river going out of town
They said it changes when the sun goes down
Around here

What a scummy man
Just give him half a chance
I bet he'll rob you if he can
Can see it in his eyes that he's got a nasty plan
I hope you're not involved at all"
115,1930.0,Monkeys With Tools,Call the Planet Doctor,
116,30.0,Ariana Grande,7 rings,
117,230.0,Ariana Grande,boyfriend (with Social House),
118,231.0,Ariana Grande,Break Free,
119,234.0,Ariana Grande,"break up with your girlfriend, i'm bored",
120,380.0,Ariana Grande,Dangerous Woman,
121,600.0,Ariana Grande,God is a woman,
122,854.0,,,
123,1026.0,Gatto Ciliegia contro il Grande Freddo,Fly Falling in Love,
124,1027.0,Gatto Ciliegia contro il Grande Freddo,Fly Falling in Love,
125,1201.0,Ariana Grande,no tears left to cry,
126,1242.0,Ariana Grande,One Last Time,
127,1335.0,Ariana Grande,Problem,
128,1509.0,Ariana Grande,Side To Side,
129,1734.0,,,
130,1151.0,Paul van Dyk,Nothing but You (PvD radio mix),"Jeg har ingenting, men jeg har alt når jeg har deg.

(In Norwegian. The English meaning: I have nothing, but I will have everything when I have you)"
131,1752.0,Van Halen,Feel Your Love Tonight,"All right!

We're gettin' funny in the back of my car
I'm sorry honey, if I took it just you little too far, yes
Ah too, too far
So I, I told the fellas out behind the bar
Told them to tell you honey, just how fine you are, yes
Ah yes, you are

You see I'm beggin' you please
(Beggin' you baby, beggin' on my bended knees) On my knees

Sayin' ""I can't wait to feel your love tonight"", whooh!

See you drivin' up and down my road
I tell you honey, you're the prettiest girl I know, yes
Uh, that's for sure
But uh, better use it up before it gets old, no
I tell you honey, now you've let your life grow cold, no
Uh no, no, no

I'm a-beggin' a-you
(Beggin' you baby, beggin' on my bended knees) I'm on my knees

I can't wait to feel your love tonight
(I can't wait to feel your love tonight)
I can't wait to feel your love tonight
(I can't wait, I can't wait) Woo!

Well, I been workin' since a ten of nine
I tell you sugar, by midnight I'll be fine, flyin' high
Woo! We'll hit the town, we'll have a hell of a time
I'll tell you honey, by morning you'll be mine, yes, all mine

You know I'm beggin' you baby
(Beggin' you baby, beggin' on my bended knees) I'm on my knees

I can't wait to feel your love tonight
(I can't wait to feel your love tonight)
I can't wait, to feel your lovin' tonight, ah yeah!
(I can't wait, I can't wait)

I can't wait to feel your love tonight
(I can't wait to feel your love tonight)
I can't wait to feel your lovin' tonight
(I can't wait to feel your love tonight)
I can't wait to feel your lovin' tonight, ah yeah!
(I can't wait to feel your love tonight)
I can't wait to feel your love, love, love, love tonight, ah whaa!
(I cant wait, I can't wait)
I can't wait to feel your love tonight"
132,1239.0,Paolo Mojo,1983 (Eric Prydz remix),
133,116.0,Ashanti,Rock Wit U (Awww Baby),"[Ashanti:] Aw baby (aw baby)
[Irv Gotti:] Yeah, murda inc
[Ashanti:] I wanna love you babe
[Irv Gotti:] hahahahhaha
[Ashanti:] Wanna love you babe, ooh baby
[Irv Gotti:] Ashanti, chapter two, let's rock it

[chorus: Ashanti]
Can you rock with me (aw baby)
Non-stop with me
Can you take it to the top with me
I just wanna love you baby (love ya babe)
Always thinking of you babe

Can you roll with me (ooh baby)
All over me
Can you take control of me
I just wanna love you baby
Always thinking of you baby

[Verse-1:]
I think I like how your body feel next to me
Aw baby when you kissing me, aw baby when you loving me
I can't describe what I want to do to you tonight
Aw baby when you come to me, I'll make it so you'll never leave

[chorus: Ashanti]
Can you rock with me (aw baby)
Non-stop with me (stop with me)
Can you take it to the top with me
I just wanna love you baby (love ya babe)
Always thinking of you babe (wanna love you babe)

Can you roll with me (ooh baby)
All over me (over me)
Can you take control of me
I just wanna love you baby (love you babe)
Always thinking of you baby

[Verse-1:]
See I don't know if I can handle you as just a friend
Aw baby I can't pretend, aw baby I'm so far in
But I don't mind as long as I could have you in my life
Aw baby I'm satisfied, even if you're not just mine

[chorus: Ashanti]
Can you rock with me (aw baby)


Non-stop with me (Ohhh, no)
Can you take it to the top with me
I just wanna love you baby (I wanna love ya babe)
Always thinking of you babe (thinking of you)

Can you roll with me (ooh baby)
All over me (over me)
Can you take control of me
I just wanna love you baby (love you)
Always thinking of you baby

[Verse-3:]
boy u make me wanna say
(Aw baby, aw baby, ooh baby, ooh baby)
if you feel me help me say
(Aw baby, aw baby, ooh baby, ooh baby)

[chorus: Ashanti]
Can you rock with me (aw baby)
Non-stop with me (I wanna rock with you)
Can you take it to the top with me
I just wanna love you baby (Oh)
Always thinking of you babe (yeah, yeah-yeah)

Can you roll with me (ooh baby)
All over me (over me)
Can you take control of me
I just wanna love you baby (yeah, yeah)
(Oh yeah) Always thinking of you baby (baby, baby)

Can you rock with me (aw baby)
Non-stop with me (stop with me)
Can you take it to the top with me (no babe)
I just wanna love you baby (I wanna love you babe)
Always thinking of you babe (I'm thinking of you babe)

Can you roll with me (ooh baby)
All over me (Ohhhh)
Can you take control of me
I just wanna love you baby (Oohhh)
Always thinking of you baby (I wanna love you babe)

Oh, mmmm, love you babe
Mmmm, yeah-yeah, yeah-yeah, yeah
Oh mmmm, love you babe
Mmmm, yeah-yeah, yeah-yeah, yeah"
134,544.0,Ashanti,Foolish,"Chorus:
See my days are cold without you
But I'm hurtin while I'm with u
And though my heart can't take no more
I keep on running back to you
See my days are cold without you
But I'm hurtin while I'm with u
And though my heart can't take no more
I keep on running back to you

Baby, I don't know why your treating me so bad
You said you love me, no one above me
And I was all you had
And though my heart is beatin for ya
I can't stop crying
I don't know how
I allow you to treat me this way and still I stay

(Chorus)

Baby, I don't know why ya wanna do me wrong (do me wrong)
See when I'm home, I'm all alone
And you are always gone
And boy, you know I really love you
I can't deny
I can't see how you could bring me to so many tears
After all these years

(Chorus)

Ohh,
I trusted you, I trusted you
So sad, so sad
What love will make you do
All the things that we accept
Be the things that we regret
To all of my ladies (ladies)
Feel me
C'mon sing with me:

See, when I get the strength to leave
You always tell me that you need me
And I'm weak cause I believe you
And I'm mad because I love you
So I stop and think that maybe
You can learn to appreciate me
Then it all remains the same that
You ain't never gonna change
(never gonna change, never gonna change)

(Chorus)

Baby,
Why you hurt me?
Leave me and desert me
Boy, I gave you all my heart
And all you did was tear it up
Looking out my window
Knowing that I should go
Even when I pack my bags
This something always hold me back"
135,645.0,Ashanti,Happy,"Ja Rule:
Right back at ya, it's the world's most talented record label...
Murder INC
and that angelic voice you hear in the background
That's our new princess of hip-hop and r&b
Miss Ashanti

Ashanti:
Boy you fill me with so much joy
You give whatever it is I need
My love is here to stay won't ever leave
So glad that you fell in love with me
My love is so good
That I wouldn't be without you babe
Couldn't see me without you babe

My love is so good
That I wouldn't be without you babe
Couldn't see me without you babe

All my life, I've been searching for ya
Everyday, so glad that I found you boy
All my life, I've been feeling for you
Everyday, I'm so happy, baby

Boy, you got me feeling so good
You take all my pain away from me
Without you around I couldn't be
And I'm glad you fell in love with me

My love is so good
That I wouldn't be without you babe
Couldn't see me without you babe

My love is so good
That I wouldn't be without you babe
Couldn't see me without you babe

All my life, I've been searching for ya
Everyday, so glad that I found you boy
All my life, I've been feeling for you
Everyday, I'm so happy, baby

I'm so happy that I fell in love
I thank God, He sent you from above
I'm so happy that I found someone
I thank God, He sent you from above

All my life, I've been searching for ya
Everyday, so glad that I found you boy
All my life, I've been feeling for you
Everyday, I'm so happy, baby 2x

My love is so good
That I wouldn't be without you babe
Couldn't see me without you babe"
